"beach_idn","beach","city","region","number.of.surveys.BB","most.recent.survey.BB","number.of.surveys.MD","most.recent.survey.MD","latitude","longitude","turn_latitude","turn_longitude","monitored","blength","bb.stat","smd.stat","lmd.stat","last3tag","bbn12","lmdn12","mmdn12","smdn12","bb.col","smd.col","lmd.col"
847,"Nahku Bay Beach","Skagway","Southeast Alaska",6,"2019-06-15",0,NA,59.47919,-135.336661,59.479003,-135.33511,TRUE,0.1,2,1,1,"",6,0,0,0,"Currently monitored","Available","Available"
469,"Cannon Beach North","Yakutat","Southeast Alaska",6,"2019-05-18",1,"2019-01-07",59.491924,-139.72834,59.504238,-139.763831,TRUE,2.44,2,1,1,"10; 10; 9",6,1,0,0,"Currently monitored","Available","Available"
830,"Lester Point","Gustavus","Southeast Alaska",2,"2019-06-14",0,NA,58.451697,-135.931677,58.451666,-135.946102,TRUE,1,2,1,1,"",2,0,0,0,"Currently monitored","Available","Available"
818,"Viking Cove","Haines","Southeast Alaska",12,"2019-07-30",12,"2019-07-30",59.146971,-135.344398,59.138161,-135.339835,TRUE,1.1,2,2,2,"",12,12,0,0,"Currently monitored","Currently monitored","Currently monitored"
877,"Mendenhall Point","Juneau","Southeast Alaska",11,"2019-06-29",0,NA,58.34422,-134.621358,58.340879,-134.635334,TRUE,0.95,2,1,1,"",11,0,0,0,"Currently monitored","Available","Available"
164,"Kruzof SW","Sitka","Southeast Alaska",0,"2014-07-18",0,NA,57.1295,-135.57075,57.005044,-135.714156,TRUE,0.7,1,1,1,"1",0,0,0,0,"Available","Available","Available"
665,"Auke Rec","Juneau","Southeast Alaska",12,"2019-07-20",0,NA,58.372109,-134.726101,58.377384,-134.710446,TRUE,1.5,2,1,1,"11",12,0,0,0,"Currently monitored","Available","Available"
836,"Gustavus Salmon Good Rivers","Gustavus","Southeast Alaska",2,"2019-01-05",0,NA,58.394698,-135.738363,58.394231,-135.758387,TRUE,1.17,2,1,1,"1",2,0,0,0,"Currently monitored","Available","Available"
831,"Halibut Point","Gustavus","Southeast Alaska",10,"2019-06-21",0,NA,58.45377,-135.887696,58.450283,-135.900279,TRUE,0.87,2,1,1,"201",10,0,0,0,"Currently monitored","Available","Available"
781,"Spaulding","Juneau","Southeast Alaska",0,"2014-06-28",0,NA,58.384485,-134.65765,58.386355,-134.650846,TRUE,0.5,1,1,1,"",0,0,0,0,"Available","Available","Available"
678,"Turnaround Beach","Sitka","Southeast Alaska",0,"2015-04-24",0,NA,57.057953,-135.348319,57.058614,-135.347744,TRUE,0.1,1,1,1,"",0,0,0,0,"Available","Available","Available"
134,"Herring Cove","Sitka","Southeast Alaska",0,"2012-10-28",0,NA,57.045248,-135.202641,57.043354,-135.199725,TRUE,0.3,1,1,1,"",0,0,0,0,"Available","Available","Available"
423,"Whiting Inlet","Juneau","Southeast Alaska",0,"2017-09-11",0,NA,57.99615,-133.713112,58.003621,-133.696268,TRUE,1.4,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
386,"Eagle Beach","Juneau","Southeast Alaska",10,"2019-06-29",0,NA,58.534137,-134.831339,58.526709,-134.822243,TRUE,1.07,2,1,1,"",10,0,0,0,"Currently monitored","Available","Available"
724,"Fish Creek","Juneau","Southeast Alaska",0,"2018-04-05",0,NA,58.32347,-134.619879,58.324942,-134.604392,TRUE,0.97,2,1,1,"",0,0,0,0,"Currently monitored","Available","Available"
380,"Boy Scout Beach","Juneau","Southeast Alaska",12,"2019-08-04",0,NA,58.525132,-134.83187,58.514708,-134.826432,TRUE,2.4,1,1,1,"0; 2; 22",12,0,0,0,"Available","Available","Available"
385,"Douglas Point SW","Douglas","Southeast Alaska",7,"2019-06-02",0,NA,58.285971,-134.674563,58.290032,-134.676526,TRUE,0.42,2,1,1,"",7,0,0,0,"Currently monitored","Available","Available"
680,"Bear Cove","Sitka","Southeast Alaska",0,"2013-01-20",0,NA,57.013459,-135.14996,57.011011,-135.155792,TRUE,0.5,1,1,1,"",0,0,0,0,"Available","Available","Available"
821,"Glenn's Ditch","Gustavus","Southeast Alaska",1,"2018-08-23",0,NA,58.39251,-135.70996,58.39653,-135.7357,TRUE,1.9,2,1,1,"2; 1",1,0,0,0,"Currently monitored","Available","Available"
382,"Cowee Creek/False Outer Pt","Juneau","Southeast Alaska",10,"2019-07-21",0,NA,58.30058,-134.677592,58.297002,-134.677874,TRUE,0.42,2,1,1,"",10,0,0,0,"Currently monitored","Available","Available"
532,"N Tent City","Kotzebue","Chukchi",4,"2019-06-28",0,NA,66.903403,-162.56869,66.902098,-162.54018,TRUE,1.08,2,1,1,"81; 800; 88",4,0,0,0,"Currently monitored","Available","Available"
553,"Dog Camp-Base Rd","Kotzebue","Chukchi",0,"2012-09-23",0,NA,66.843372,-162.608152,66.838115,-162.59806,TRUE,0.73,1,1,1,"",0,0,0,0,"Available","Available","Available"
533,"Sadie Creek","Kotzebue","Chukchi",3,"2019-06-23",0,NA,66.824049,-162.570077,66.8159,-162.557642,TRUE,1.07,2,1,1,"135; 132; 125",3,0,0,0,"Currently monitored","Available","Available"
535,"Churchrock","Kotzebue","Chukchi",2,"2019-06-21",0,NA,66.136765,-161.651669,66.161175,-161.627993,TRUE,2.97,2,1,1,"210; 209; 208",2,0,0,0,"Currently monitored","Available","Available"
670,"Cape Lisburne","Cape Lisburne","Chukchi",0,"2016-08-01",0,NA,68.873617,-166.0847,68.871133,-166.043333,TRUE,1.66,1,1,1,"3; 2; 1",0,0,0,0,"Available","Available","Available"
534,"Front St-Barge","Kotzebue","Chukchi",0,"2013-10-19",0,NA,66.891769,-162.607779,66.866648,-162.623462,TRUE,2.91,1,1,1,"11; 10; 9",0,0,0,0,"Available","Available","Available"
417,"Sarichef Island East","Shishmaref","Chukchi",3,"2019-07-08",0,NA,66.246587,-166.103854,66.255389,-166.076566,TRUE,1.6,2,1,1,"514; 513; 512",3,0,0,0,"Currently monitored","Available","Available"
552,"Lavonne's","Kotzebue","Chukchi",3,"2019-06-23",0,NA,66.838115,-162.59806,66.824,-162.570089,TRUE,1.99,2,1,1,"133; 131; 127",3,0,0,0,"Currently monitored","Available","Available"
416,"Sarichef Island West","Shishmaref","Chukchi",2,"2019-07-07",0,NA,66.246587,-166.103854,66.236465,-166.142824,TRUE,2.1,2,1,1,"617; 616; 615",2,0,0,0,"Currently monitored","Available","Available"
184,"Mad River Park N","Arcata","Humboldt",13,"2019-07-30",0,NA,40.927363,-124.134684,40.942462,-124.131402,TRUE,2,2,1,1,"125; 124; 123",13,0,0,0,"Currently monitored","Available","Available"
733,"Murray Road Beach","Arcata","Humboldt",12,"2019-07-14",0,NA,40.974882,-124.121199,40.956965,-124.12562,TRUE,2,2,1,1,"123; 122; 121",12,0,0,0,"Currently monitored","Available","Available"
366,"Trinidad State Beach","McKinleyville","Humboldt",0,"2017-12-16",0,NA,41.05687,-124.150552,41.061716,-124.148457,TRUE,0.8,2,1,1,"844; 843; 842",0,0,0,0,"Currently monitored","Available","Available"
422,"Stone Lagoon","Trinidad","Humboldt",12,"2019-07-06",0,NA,41.244871,-124.104424,41.259315,-124.099477,TRUE,1.66,2,1,1,"273; 272; 271",12,0,0,0,"Currently monitored","Available","Available"
14,"Battery Point S","Crescent City","Humboldt",10,"2019-07-02",0,NA,41.743804,-124.197671,41.749754,-124.193254,TRUE,1.3,2,1,1,"696; 695; 694",10,0,0,0,"Currently monitored","Available","Available"
657,"Smith River","","Humboldt",0,"2015-11-07",0,NA,41.957544,-124.207723,41.953792,-124.209663,TRUE,0.44,1,1,1,"701; 700; 701",0,0,0,0,"Available","Available","Available"
754,"Steamboat Rock ","Cape Mendocino","Humboldt",0,"2016-07-16",0,NA,40.425425,-124.402963,40.417241,-124.398999,TRUE,1,1,1,1,"143; 142; 141",0,0,0,0,"Available","Available","Available"
447,"South Jetty ","Eureka","Humboldt",0,"2015-09-20",0,NA,40.756768,-124.235019,40.748753,-124.240448,TRUE,1,1,1,1,"422; 421; 420",0,0,0,0,"Available","Available","Available"
157,"Kellogg North","Crescent City","Humboldt",0,"2018-07-30",0,NA,41.869483,-124.212917,41.8857,-124.20905,TRUE,1.8,2,1,1,"999; 1; 515",0,0,0,0,"Currently monitored","Available","Available"
360,"Samoa Bay St S","Eureka","Humboldt",12,"2019-07-08",0,NA,40.799485,-124.20538,40.79144,-124.210717,TRUE,1,2,1,1,"634; 633; 632",12,0,0,0,"Currently monitored","Available","Available"
185,"Mad River South","Arcata","Humboldt",1,"2019-01-27",0,NA,40.92991,-124.13489,40.909051,-124.143516,TRUE,2.4,2,1,1,"920; 919; 918",1,0,0,0,"Currently monitored","Available","Available"
405,"False Klamath Cove","Cresecent City","Humboldt",0,"2009-08-19",0,NA,41.604324,-124.101689,41.601338,-124.100508,TRUE,0.35,1,1,1,"803; 802; 801",0,0,0,0,"Available","Available","Available"
739,"Centerville Road South","Ferndale","Humboldt",0,"2016-07-24",0,NA,40.570932,-124.351695,40.57833,-124.347252,TRUE,0.9,1,1,1,"144; 140; 139",0,0,0,0,"Available","Available","Available"
372,"Enderts","Crescent City","Humboldt",0,"2015-04-19",0,NA,41.703283,-124.1432,41.699,-124.14175,TRUE,0.5,1,1,1,"3; 10; 2",0,0,0,0,"Available","Available","Available"
113,"Garth","Crescent City","Humboldt",0,"2016-11-02",0,NA,41.770918,-124.245596,41.766181,-124.23253,TRUE,1.4,1,1,1,"783; 782; 781",0,0,0,0,"Available","Available","Available"
13,"Battery Point N","Crescent City","Humboldt",0,"2016-09-28",0,NA,41.74956,-124.208401,41.743804,-124.197671,TRUE,1.3,2,1,1,"425; 424; 422",0,0,0,0,"Currently monitored","Available","Available"
402,"Crannell Beach","Arcata","Humboldt",12,"2019-08-01",0,NA,41.007288,-124.114849,41.028609,-124.112456,TRUE,2.38,2,1,1,"126; 126; 125",12,0,0,0,"Currently monitored","Available","Available"
358,"Stamps South","Arcata","Humboldt",0,"2017-11-12",0,NA,40.857868,-124.168926,40.849829,-124.173095,TRUE,1.08,2,1,1,"240; 239; 237",0,0,0,0,"Currently monitored","Available","Available"
428,"South Beach","Crescent City","Humboldt",0,"2016-05-01",0,NA,41.741827,-124.16712,41.744537,-124.179422,TRUE,0.96,1,1,1,"813; 812; 810",0,0,0,0,"Available","Available","Available"
601,"Beachcomber South","Crescent City","Humboldt",0,"2016-01-08",0,NA,41.741402,-124.166592,41.734541,-124.158904,TRUE,1,1,1,1,"372; 371; 370",0,0,0,0,"Available","Available","Available"
595,"Samoa Jetty North","Samoa","Humboldt",8,"2019-06-24",0,NA,40.764602,-124.232603,40.769958,-124.225871,TRUE,0.8,2,1,1,"994; 993; 992",8,0,0,0,"Currently monitored","Available","Available"
800,"Kamph Park","Smith River","Humboldt",4,"2019-03-16",0,NA,41.973463,-124.205371,41.960572,-124.206249,TRUE,1.44,2,1,1,"21; 20; 19",4,0,0,0,"Currently monitored","Available","Available"
768,"Lanphere Dunes S","Arcata","Humboldt",0,"2017-04-29",0,NA,40.896894,-124.148613,40.886451,-124.153617,TRUE,1.1,2,1,1,"804; 1; 882",0,0,0,0,"Currently monitored","Available","Available"
816,"Manila CC","Eureka","Humboldt",12,"2019-07-28",0,NA,40.849911,-124.173179,40.84225,-124.177872,TRUE,0.94,2,1,1,"347; 346; 345",12,0,0,0,"Currently monitored","Available","Available"
364,"South Spit","Eureka","Humboldt",11,"2019-07-03",0,NA,40.697296,-124.277076,40.712603,-124.265645,TRUE,2,2,1,1,"326; 325; 324",11,0,0,0,"Currently monitored","Available","Available"
488,"Ma-le'l Mid","Arcata","Humboldt",12,"2019-07-27",0,NA,40.86388,-124.16492,40.8771,-124.1576,TRUE,1.59,2,1,1,"223; 222; 221",12,0,0,0,"Currently monitored","Available","Available"
92,"Eel River North","Eureka","Humboldt",10,"2019-07-08",1,"2019-02-07",40.678248,-124.289819,40.689169,-124.281964,TRUE,1,2,1,1,"433; 432; 431",10,1,0,0,"Currently monitored","Available","Available"
389,"Big Lagoon","Trinidad","Humboldt",5,"2019-02-18",0,NA,41.163937,-124.133026,41.151516,-124.138509,TRUE,1.45,2,1,1,"654; 653; 652",5,0,0,0,"Currently monitored","Available","Available"
376,"Pebble Beach","Crescent City","Humboldt",0,"2018-07-27",0,NA,41.757068,-124.222002,41.761183,-124.224567,TRUE,0.5,2,1,1,"1; 2; 1",0,0,0,0,"Currently monitored","Available","Available"
464,"Samoa Cookhouse Beach","Samoa","Humboldt",13,"2019-08-06",0,NA,40.82151,-124.190801,40.830003,-124.18535,TRUE,1,2,1,1,"486; 485; 484",13,0,0,0,"Currently monitored","Available","Available"
431,"Clam Beach South","McKinleyville","Humboldt",12,"2019-07-19",0,NA,40.987159,-124.119381,40.975548,-124.120857,TRUE,1.72,2,1,1,"611; 610; 609",12,0,0,0,"Currently monitored","Available","Available"
755,"Caspar Beach","Mendocino","Mendocino",9,"2019-06-08",0,NA,39.359966,-123.817998,39.36198,-123.816514,TRUE,0.3,2,1,1,"18; 17; 16",9,0,0,0,"Currently monitored","Available","Available"
811,"Ma-le'l South","Arcata","Humboldt",2,"2018-11-04",0,NA,40.86387,-124.16492,40.8584,-124.1684,TRUE,0.42,2,1,1,"500; 338; 265",2,0,0,0,"Currently monitored","Available","Available"
403,"North Pebble Beach","Crescent City","Humboldt",8,"2019-07-03",0,NA,41.766181,-124.23253,41.762201,-124.226179,TRUE,0.69,2,1,1,"292; 291; 289",8,0,0,0,"Currently monitored","Available","Available"
443,"Stone Lagoon North","","Humboldt",11,"2019-07-17",2,"2019-04-07",41.258916,-124.099546,41.2642,-124.098612,TRUE,0.59,2,1,1,"602; 601; 699",11,0,0,2,"Currently monitored","Available","Available"
648,"Trinidad Lighthouse S","Trinidad","Humboldt",12,"2019-07-28",0,NA,41.055772,-124.137269,41.056007,-124.148631,TRUE,0.68,2,1,1,"968; 967; 966",12,0,0,0,"Currently monitored","Available","Available"
432,"Dry Lagoon Beach","","Humboldt",11,"2019-06-13",0,NA,41.233631,-124.106585,41.21825,-124.11125,TRUE,1.49,2,1,1,"423; 422; 421",11,0,0,0,"Currently monitored","Available","Available"
188,"Ma-le'l North","Arcata","Humboldt",0,"2016-09-21",0,NA,40.8771,-124.1576,40.88631,-124.15303,TRUE,1.09,2,1,1,"721; 719; 718",0,0,0,0,"Currently monitored","Available","Available"
767,"Lanphere Dunes N","Arcata","Humboldt",0,"2017-04-29",0,NA,40.896894,-124.148613,40.90791667,-124.144057,TRUE,1.1,2,1,1,"898; 897; 896",0,0,0,0,"Currently monitored","Available","Available"
285,"Samoa Bay St N","Samoa","Humboldt",8,"2019-06-25",0,NA,40.799485,-124.20538,40.805995,-124.201065,TRUE,0.8,2,1,1,"692; 691; 690",8,0,0,0,"Currently monitored","Available","Available"
406,"Clam Beach North","Mckinleyville","Humboldt",0,"2012-04-01",0,NA,40.987926,-124.119901,41.007204,-124.114717,TRUE,2.19,2,1,1,"468; 467; 466",0,0,0,0,"Currently monitored","Available","Available"
363,"Table Bluff","Eureka","Humboldt",2,"2019-07-06",0,NA,40.697296,-124.277076,40.689311,-124.283309,TRUE,1.1,2,1,1,"2; 1; 0",2,0,0,0,"Currently monitored","Available","Available"
201,"Moonstone","McKinleyville","Humboldt",4,"2018-12-29",0,NA,41.031522,-124.113731,41.028661,-124.111086,TRUE,0.4,2,1,1,"503; 502; 500",4,0,0,0,"Currently monitored","Available","Available"
791,"Elk Beach ","Elk","Mendocino",6,"2019-03-01",0,NA,39.12445,-123.717791,39.129061,-123.71866,TRUE,0.56,2,1,1,"202; 201; 102",6,0,0,0,"Currently monitored","Available","Available"
799,"Virgin Creek North","Fort Bragg","Mendocino",7,"2019-06-23",0,NA,39.474915,-123.804279,39.479509,-123.803077,TRUE,0.5,2,1,1,"48; 44; 43",7,0,0,0,"Currently monitored","Available","Available"
742,"Van Damme State Park","Little River","Mendocino",1,"2019-03-27",0,NA,39.272377,-123.790721,39.273949,-123.795299,TRUE,0.3,2,1,1,"999; 124; 121",1,0,0,0,"Currently monitored","Available","Available"
736,"Virgin Creek Beach","Fort Bragg","Mendocino",11,"2019-07-29",0,NA,39.471719,-123.804773,39.474392,-123.804415,TRUE,0.64,2,1,1,"266; 265; 264",11,0,0,0,"Currently monitored","Available","Available"
738,"Seaside North","Fort Bragg","Mendocino",11,"2019-06-26",6,"2019-05-07",39.554566,-123.766706,39.559567,-123.766628,TRUE,0.57,2,1,1,"617; 616; 615",11,6,0,0,"Currently monitored","Available","Available"
788,"Jug Handle Beach ","Caspar","Mendocino",12,"2019-07-23",0,NA,39.375757,-123.821052,39.377328,-123.818538,TRUE,0.23,2,1,1,"220; 219; 218",12,0,0,0,"Currently monitored","Available","Available"
746,"Navarro Beach","Albion","Mendocino",12,"2019-06-30",0,NA,39.190105,-123.759154,39.187223,-123.757357,TRUE,0.36,2,1,1,"205; 204; 203",12,0,0,0,"Currently monitored","Available","Available"
815,"Big River","Mendocino","Mendocino",13,"2019-07-12",0,NA,39.303008,-123.79691,39.302485,-123.792347,TRUE,0.45,2,1,1,"212; 211; 210",13,0,0,0,"Currently monitored","Available","Available"
900,"Ward","Fort Bragg","Mendocino",9,"2019-07-01",0,NA,39.502458,-123.787753,39.492052,-123.794724,TRUE,0.81,2,1,1,"14; 14; 13",9,0,0,0,"Currently monitored","Available","Available"
901,"Westport","","Mendocino",8,"2019-07-05",0,NA,39.65993,-123.785789,39.651879,-123.783651,TRUE,0.95077,2,1,1,"12; 11; 10",8,0,0,0,"Currently monitored","Available","Available"
792,"Hare Creek Beach ","Fort Bragg","Mendocino",10,"2019-07-23",0,NA,39.418289,-123.812533,39.416804,-123.81256,TRUE,0.18,2,1,1,"120; 119; 118",10,0,0,0,"Currently monitored","Available","Available"
793,"Pudding Creek Beach ","Fort Bragg","Mendocino",12,"2019-07-24",0,NA,39.458948,-123.809368,39.460843,-123.809086,TRUE,0.21,2,1,1,"313; 312; 310",12,0,0,0,"Currently monitored","Available","Available"
3,"Agate Beach","Newport","Oregon North",11,"2019-05-27",1,"2019-01-19",44.6592,-124.05728,44.674101,-124.065034,TRUE,1.75,2,1,1,"108; 107; 106",11,1,0,0,"Currently monitored","Available","Available"
208,"Neahkanie N OWSP","Manzanita","Oregon North",11,"2019-07-23",0,NA,45.728497,-123.944279,45.742637,-123.958798,TRUE,1.8,2,1,1,"656; 655; 654",11,0,0,0,"Currently monitored","Available","Available"
118,"Gov. Patterson SP","Waldport","Oregon North",8,"2019-06-16",0,NA,44.413963,-124.084682,44.405506,-124.086075,TRUE,0.9,2,1,1,"631; 633; 632",8,0,0,0,"Currently monitored","Available","Available"
778,"Bayshore Beach","Waldport","Oregon North",1,"2018-08-13",1,"2019-03-10",44.439748,-124.082734,44.423734,-124.078471,TRUE,1.6,2,1,1,"341; 340; 339",1,0,0,1,"Currently monitored","Available","Available"
703,"Driftwood","Waldport","Oregon North",0,"2018-02-13",2,"2018-12-13",44.46203,-124.082058,44.453387,-124.082559,TRUE,1,1,1,1,"235; 234; 233",0,2,0,0,"Available","Available","Available"
518,"Moolack South","Newport","Oregon North",13,"2019-07-21",0,"2017-02-25",44.703793,-124.061669,44.690732,-124.066014,TRUE,1.5,2,1,1,"245; 244; 243",13,0,0,0,"Currently monitored","Available","Available"
209,"Nehalem Bay SP","Manzanita","Oregon North",10,"2019-07-06",0,NA,45.657824,-123.940955,45.688611,-123.939613,TRUE,1.7,2,1,1,"211; 210; 209",10,0,0,0,"Currently monitored","Available","Available"
641,"Delake","Delake","Oregon North",9,"2019-05-19",0,NA,44.959648,-124.020873,44.975431,-124.016981,TRUE,1.8,2,1,1,"799; 798; 701",9,0,0,0,"Currently monitored","Available","Available"
700,"Nehalem Bay SP North","Manzanita","Oregon North",0,"2017-03-31",0,NA,45.688619,-123.939693,45.703567,-123.940683,TRUE,1.6,2,1,1,"762; 761; 760",0,0,0,0,"Currently monitored","Available","Available"
694,"Stonefield Beach ","Yachats ","Oregon North",0,"2016-09-17",0,NA,44.226161,-124.112628,44.237803,-124.111994,TRUE,1.3,1,1,1,"4; 3; 2",0,0,0,0,"Available","Available","Available"
854,"Moore Creek South","Holiday Beach","Oregon North",7,"2018-12-07",11,"2019-07-14",44.5657,-124.07059,44.57239,-124.06985,TRUE,0.75,1,2,1,"429; 428; 427",7,0,11,11,"Available","Currently monitored","Available"
528,"Tolovana Beach State Park","Cannon Beach","Oregon North",0,"2018-02-13",2,"2019-01-26",45.872663,-123.961918,45.862876,-123.962314,TRUE,1.1,1,2,2,"710; 709; 708",0,0,0,2,"Available","Currently monitored","Currently monitored"
237,"OR Mile 254","Neskowin","Oregon North",0,"2015-09-25",0,NA,45.106305,-123.985192,45.125047,-123.979637,TRUE,1.6,2,2,1,"75; 74; 73",0,0,0,0,"Currently monitored","Currently monitored","Available"
426,"Seal Rock","Seal Rock","Oregon North",3,"2019-03-20",7,"2019-07-24",44.507624,-124.081726,44.496893,-124.084471,TRUE,1.22,2,2,2,"501; 500; 502",3,0,7,7,"Currently monitored","Currently monitored","Currently monitored"
898,"Lost Creek Beach","Newport","Oregon North",0,NA,0,NA,44.54332,-124.073856,44.523047,-124.071674,TRUE,2.5,1,1,1,"",0,0,0,0,"Available","Available","Available"
362,"Salmon River","Neskowin","Oregon North",0,"2015-01-28",0,NA,45.034788,-124.007895,45.047243,-124.005717,TRUE,2,1,1,1,"898; 887; 858",0,0,0,0,"Available","Available","Available"
762,"Cliff Beach","South Beach","Oregon North",0,"2016-10-13",0,"2017-11-27",44.56573,-124.07098,44.559051,-124.072106,TRUE,0.75,1,1,1,"",0,0,0,0,"Available","Available","Available"
66,"Devil's Punchbowl N","Newport","Oregon North",12,"2019-07-03",1,"2018-09-23",44.751356,-124.064716,44.748549,-124.064198,TRUE,0.41,2,1,1,"227; 226; 225",12,0,1,1,"Currently monitored","Available","Available"
462,"OR Mile 287","Cape Meares","Oregon North",10,"2019-07-13",9,"2019-05-29",45.540377,-123.951396,45.525612,-123.953579,TRUE,1.64,2,2,1,"996; 995; 994",10,0,9,0,"Currently monitored","Currently monitored","Available"
644,"Yaquina Head","Newport","Oregon North",14,"2019-07-25",0,NA,44.675428,-124.077501,44.674101,-124.076371,TRUE,0.2,2,1,1,"15; 14; 13",14,0,0,0,"Currently monitored","Available","Available"
769,"OR Mile 313 S","Cannon Beach","Oregon North",12,"2019-07-29",0,NA,45.872663,-123.961918,45.87976,-123.963346,TRUE,0.78,2,1,1,"685; 684; 683",12,0,0,0,"Currently monitored","Available","Available"
874,"Taft Beach","Lincoln City ","Oregon North",0,NA,0,"2017-11-12",44.928538,-124.025539,44.945268,-124.023823,TRUE,1.9,1,1,1,"",0,0,0,0,"Available","Available","Available"
236,"OR Mile 243","Lincoln City","Oregon North",7,"2019-07-09",0,"2018-02-15",44.975498,-124.016986,44.990273,-124.013604,TRUE,1.6,2,1,1,"534; 533; 532",7,0,0,0,"Currently monitored","Available","Available"
905,"DeLaura Rd N","Warrenton","Oregon North",5,"2019-07-14",0,NA,46.1499,-123.9651,46.14013,-123.95991,TRUE,1.15873,2,1,1,"",5,0,0,0,"Currently monitored","Available","Available"
852,"OR Mile 315","Cannon Beach","Oregon North",0,"2017-10-15",0,NA,45.89834,-123.96427,45.91644,-123.97243,TRUE,2.14,2,1,1,"403; 402; 401",0,0,0,0,"Currently monitored","Available","Available"
240,"OR Mile 286","Tillamook","Oregon North",23,"2019-08-06",0,NA,45.5227,-123.954789,45.508066,-123.957864,TRUE,1.6,2,1,1,"561; 560; 559",23,0,0,0,"Currently monitored","Available","Available"
414,"Fishing Rock North","Lincoln Beach","Oregon North",0,"2016-07-12",4,"2019-06-30",44.859783,-124.044178,44.845736,-124.051095,TRUE,1.67,1,2,2,"212; 211; 210",0,0,4,4,"Available","Currently monitored","Currently monitored"
227,"Oceanside","Tillamook","Oregon North",3,"2019-05-28",1,"2018-08-24",45.461983,-123.972,45.449769,-123.965185,TRUE,1,2,1,1,"25; 249; 248",3,1,1,1,"Currently monitored","Available","Available"
114,"Gearhart Beach","Gearhart","Oregon North",5,"2019-05-01",8,"2019-07-20",46.030944,-123.930775,46.019071,-123.930597,TRUE,1.6,2,2,2,"495; 494; 493",5,8,0,0,"Currently monitored","Currently monitored","Currently monitored"
771,"Washburn North","Florence","Oregon North",0,"2015-03-13",0,NA,44.160723,-124.118159,44.168279,-124.117286,TRUE,0.84,1,1,1,"614; 613; 612",0,0,0,0,"Available","Available","Available"
715,"Salishan Spit South","Lincoln City ","Oregon North",0,"2018-06-30",0,NA,44.893803,-124.033963,44.903945,-124.031396,TRUE,1.15,2,1,1,"536; 535; 534",0,0,0,0,"Currently monitored","Available","Available"
130,"Happy Camp Rd North","Tillamook","Oregon North",9,"2019-07-16",0,NA,45.439983,-123.955521,45.446129,-123.963596,TRUE,1,2,1,1,"741; 740; 739",9,0,0,0,"Currently monitored","Available","Available"
820,"Manzanita Beach","Manzanita","Oregon North",10,"2019-07-16",0,NA,45.712717,-123.940783,45.703617,-123.940167,TRUE,1,2,1,1,"710; 709; 708",10,0,0,0,"Currently monitored","Available","Available"
515,"Tierra Del Mar N","Pacific City","Oregon North",10,"2019-06-26",0,NA,45.254907,-123.967069,45.273766,-123.963958,TRUE,2.1,2,1,1,"462; 461; 46",10,0,0,0,"Currently monitored","Available","Available"
689,"Nedonna","","Oregon North",0,"2016-07-30",0,NA,45.654919,-123.941727,45.636946,-123.943172,TRUE,2,1,1,1,"",0,0,0,0,"Available","Available","Available"
388,"Bob Creek","Yachats","Oregon North",0,"2016-09-17",0,NA,44.244572,-124.112975,44.239635,-124.112006,TRUE,0.56,1,1,1,"800; 11; 10",0,0,0,0,"Available","Available","Available"
639,"Sunset Road North","Warrenton","Oregon North",9,"2019-06-27",9,"2019-06-27",46.098642,-123.942359,46.1081,-123.945971,TRUE,1.1,2,2,2,"615; 614; 613",9,9,0,0,"Currently monitored","Currently monitored","Currently monitored"
734,"Seal Rock South","Seal Rock","Oregon North",0,"2016-10-27",3,"2018-10-30",44.496031,-124.085014,44.485828,-124.085436,TRUE,1.17,2,2,2,"902; 901; 900",0,2,1,0,"Currently monitored","Currently monitored","Currently monitored"
517,"Beverly Beach Campground North","Newport","Oregon North",11,"2019-07-05",0,NA,44.737733,-124.056764,44.729682,-124.058603,TRUE,0.91,2,2,2,"989; 988; 987",11,0,0,0,"Currently monitored","Currently monitored","Currently monitored"
516,"Devil's Punchbowl South","Newport","Oregon North",13,"2019-07-11",0,NA,44.74661,-124.063544,44.737733,-124.056764,TRUE,1.11,2,1,2,"821; 820; 819",13,0,0,0,"Currently monitored","Available","Currently monitored"
245,"OR Mile 327","Gearhart","Oregon North",13,"2019-07-23",4,"2019-05-29",46.043644,-123.930695,46.058127,-123.932539,TRUE,1.6,2,2,2,"503; 502; 501",13,4,0,0,"Currently monitored","Currently monitored","Currently monitored"
241,"OR Mile 300","Manzanita","Oregon North",0,"2016-08-21",0,NA,45.728605,-123.943982,45.718374,-123.941655,TRUE,1.6,1,1,1,"438; 437; 436",0,0,0,0,"Available","Available","Available"
449,"Roads End South","Lincoln City","Oregon North",11,"2019-06-19",0,NA,44.998049,-124.012037,45.008693,-124.009724,TRUE,1.2,2,1,1,"484; 483; 482",11,0,0,0,"Currently monitored","Available","Available"
687,"Cape Kiwanda","Pacific City","Oregon North",0,"2014-08-18",0,NA,45.215828,-123.971873,45.202417,-123.968488,TRUE,1.5,1,1,1,"72; 71; 70",0,0,0,0,"Available","Available","Available"
721,"Washburn South","Florence","Oregon North",0,"2016-07-30",0,NA,44.160726,-124.118518,44.149605,-124.121567,TRUE,1.26,1,1,1,"504; 503; 502",0,0,0,0,"Available","Available","Available"
